NAMA,HARGA,LOKASI,LUAS_TANAH,LUAS_BANGUNAN,KAMAR_TIDUR,KAMAR_MANDI,SERTIFIKAT,DAYA_LISTRIK,GARASI,JUMLAH_LANTAI,DESKRIPSI,HARGA_NUMERIC,LUAS_TANAH_NUMERIC,LUAS_BANGUNAN_NUMERIC,KAMAR_TIDUR_NUMERIC,KAMAR_MANDI_NUMERIC
Dijual Rumah2 Lantai di Tatar Kamandaka Kbp,"Rp 3,4 Miliar","Kota Baru Parahyangan, Bandung",180 m²,130 m²,3.0,2.0,SHM,2200 Watt,,2.0,"Dijual Rumah 2 Lantai Di Tatar Kamandaka KBP  LT 180 m² LB 130 m² KT 3+1 KM 2+1 2 Lantai SHM Carport 1 Hadap selatan AC 4 unit Water heater 2 unit  Harga Rp 3,4 Milyar Nego",34000000000.0,180.0,130.0,3.0,2.0
Rumah SHM di Bandung Kota dengan Kolam Renang di Kawasan Arcamanik Antapani,"Rp 2,9 Miliar","Arcamanik, Bandung",265 m²,300 m²,4.0,4.0,SHM,Lainnya,1.0,2.0,"KOTA BANDUNG TIMUR ARCAMANIK - Golf Barat Sukamiskin  RUMAH SIAP HUNI ARCAMANIK BANDUNG Design Modern Dengan Kolam Pribadi RUMAH SIAP HUNI ARCAMANIK SUKAMISKIN BANDUNG Design Modern Dengan Kolam Pribadi RUMAH MURAH ARCAMANIK Siap Huni Aman Dan Nyaman  RUMAH SIAP HUNI ARCAMANIK BANDUNG Design Modern Dengan Kolam Pribadi RUMAH BAGUS MODERN HARGA NEGO Dengan Kolam Renang Pribadi Di Arcamanik Bandung  RUMAH BAGUS MODERN Dengan Kolam Renang Pribadi Di Arcamanik Bandung DIJUAL RUMAH MODERN Dengan Kolam Renang Pribadi Di Arcamanik Bandung Lokasi Strategis dan Harga Kompetitif RUMAH MODERN DI ARCAMANIK BANDUNG Dengan Kolam Renang Pribadi  2 Lantai Sertifikat Hak Milik Luas tanah 265 meter Luas bangunan 300 meter 3+1 Kamar tidur  3+1 Kamar mandi Carport, Garasi Halaman depan & belakang Keamanan 1x24 jam Kolam Renang Hadap Timur Lokasi sangat Strategis Lingkungan aman dan nyaman Akses jalan bagus dan lebar Dekat dengan berbagai fasilitas umum Udara sejuk dan asri  Open Price : Rp. 2,9 Milyard Masih NEGO  More Info : MUJI Realty  #Arcamanik #Arcamanik Endah Pacuan Kuda #SOR Arcamanik #GOR Arcamanik #Senam Indah #Golf Barat #Golf Timur #Cisaranten #Cisaranten Kulon #Antapani #Antapani Kidul #Antapani Tengah #Antapani Kulon #Antapani Wetan #Antapani Lama #Kalijati Antapani #Sukanegara #Jalan Purwakarta Antapani #Bougenville Estate #Daichi Antapani #Sulaksana",29000000000.0,265.0,300.0,4.0,4.0
Jual Cepat Rumah Minimalis 1 Lantai di Srigunting Andir Dadali Kota Bandung,"Rp 4,3 Miliar","Bandung Kota, Bandung",343 m²,250 m²,3.0,2.0,SHM,4400 Watt,3.0,1.0,"Rumah Minimalis 1 Lantai Di Srigunting Andir Dadali Kota Bandung  Luas tanah 343 m2 Luas bangunan 250 m2 Kamar tidur 3 + 2 Kamar mandi 2 + 1 Lebar muka 11 m Panjang 31 m Listrik 4400 watt Garasi 3 mobil Carport 2 mobil 1 Lantai Hadap timur  Harga 4,3 M (nego)  More Info, Gunawan Tan Discovery Property Central Bandung",43000000000.0,343.0,250.0,3.0,2.0
"Rumah Dekat Tol Pasir Koja di Holis Sumber Sari , Bandung Kota",Rp 4 Miliar,"Bandung Kota, Bandung",440 m²,340 m²,4.0,2.0,SHM,Lainnya,,1.0,"Luas Tanah : 440 m2 Luas Bangunan : 340 m2 Lebar Muka : 22 m Kamar Tidur 4+1 Kamar Mandi 2+1 Hadap Selatan  Harga 4 M (NEGO)  More details, Vivi Tan Discovery property Telp/Whatsapp 0812200xxxx",4000000000.0,440.0,340.0,4.0,2.0
"Hunian Nyaman Rumah 1 Lantai, 600 M Dari Telkom University dan Dekat ke Pintu Toll Buah Batu",Rp 620 Juta,"Buah Batu, Bandung",78 m²,78 m²,2.0,1.0,SHM,2200 Watt,1.0,1.0,"SPESIFIKASI RUMAH* -⁠  ⁠Sertifikat: SHM -⁠  ⁠Luas Bangunan : 78 m2 -⁠  ⁠Luas Tanah : 78 m2 -⁠  ⁠Panjang : 13,35 m -⁠  ⁠Lebar : 6 m -⁠  ⁠Kondisi: Semifurnished -⁠  ⁠Akses Jalan: Mobil masuk dengan mudah -⁠  ⁠Lingkungan: Nyaman dan aman (Perumahan 24 Jam Security)  *Ruangan* -⁠  ⁠Ruang Tengah : 1 -⁠  ⁠Kamar Tidur : 2 -⁠  ⁠Dapur : 1 (FREE kitchen Set) -⁠  ⁠Kamar Mandi + Westafel : 1 -⁠  ⁠Garasi :  1 mobil + 2 motor -⁠  ⁠Rumah paling  ujung (Jika punya 2 Mobil, Bisa Parkir Depan Rumah Tanpa Menganggu Jalan Tetangga)   *FASILITAS* -⁠  ⁠Instalasi Water Heater -⁠  ⁠Instalasi AC  *LOKASI* Dijual rumah 1 lantai di lokasi yang tenang namun sangat strategis, hanya 600 meter dari Telkom University dan dekat ke Pintu Toll Buah Batu. Sangat cocok untuk keluarga, karyawan, dosen, mahasiswa, maupun investasi sewa jangka panjang.  *KEUNGGULAN LOKASI* -⁠  ⁠600 meter ke Telkom University -⁠  ⁠1,5 km ke Pintu Toll Buah Batu  -⁠  ⁠1,5 km ke Yogya Bojongsoang -⁠  ⁠1,7 km ke Transmart Buah Batu -⁠  ⁠2 km ke Oetomo Hospital -⁠  ⁠2,7 km ke sekolah Al-Azhar Podomoro   *KELEBIHAN PROPERTI* -⁠  ⁠Posisi rumah di kawasan yang berkembang pesat -⁠  ⁠Cocok untuk hunian maupun investasi karena permintaan sewa tinggi -⁠  ⁠Lingkungan tenang, tidak banjir -⁠  ⁠Desain 1 lantai yang fungsional dan mudah dirawat  Rumah ini siap menjadi pilihan terbaik untuk Anda yang mencari hunian strategis dekat kampus dan akses toll.",620000000.0,78.0,78.0,2.0,1.0
For Sale Rumah Baru di Kbp Tatar Punawangi,"Rp 3,1 Miliar","Kota Baru Parahyangan, Bandung",144 m²,95 m²,3.0,2.0,SHM,Lainnya,,2.0,"FOR SALE RUMAH BARU DI KBP TATAR PUNAWANGI LT 144m² LB 95 m² L.muka 8m KT 3 KM 2 Listrik 2.200w Air Developer Carpot 1 mobil SHM Harga : 3.1 M NEGO  More Info, Meike Theresia Discovery Property",31000000000.0,144.0,95.0,3.0,2.0
Jarang Ada Rumah Murah di Emily Summarecon Bandung,"Rp 5,3 Miliar","Summarecon Bandung, Bandung",228 m²,252 m²,4.0,3.0,SHM,4400 Watt,1.0,2.0,"Luas tanah 228 m2 Luas bangunan 252 m2  Kamar tidur  4+1 Kamar mandi 3+1 4400watt 2 carport  1 garasi  Harga 5.3M  Selling Point : - dekat clubhouse - dekat tol summarecon bandung - dekat sekolah al-azhar summarecon bandung - dekat mall summarecon bandung - dekat kereta cepat bandung jakarta - dekat stadion GBLA - dekat masjid Al - Jabbar - dekat pasar modern sinpansa - dekat pasar gedebage  More details, Selly  Discovery Property Telp/Whatsapp 0857xxxxxxxx",53000000000.0,228.0,252.0,4.0,3.0
"Dijual Rumah di Naganigrum Kbp, Bandung","Rp 3,8 Miliar","Kota Baru Parahyangan, Bandung",252 m²,176 m²,3.0,2.0,SHM,Lainnya,,1.0,"Dijual Rumah naganingrum KBP  Hook, ada kelebihan taman Luas tanah 252 m² Luas bangunan 176 m² Kamar tidur 3 Kamar Tidur pembantu 1 Kamar mandi 2 Kamar Mandi Pembantu 1 Gudang Ruang jemur  Buka 3.8 nego  Potong sisa kontrak (65 perthn)  For More Information : Evi Ong  0851xxxxxxxx Discovery Property",38000000000.0,252.0,176.0,3.0,2.0
"Rumah dengan Kolam Renang Geger Kalong Gegerkalong, Bandung Utara","Rp 6,5 Miliar","Setiabudi, Bandung",450 m²,270 m²,5.0,3.0,SHM,Lainnya,1.0,1.0,"rumah dengan kolam renang Geger Kalong Gegerkalong, Bandung Utara   LT 450m2 LB  270m2 KT 5+ KM 3 2 Lantai r.keluarga bangunan untuk ART ( 3KT+ 1KM+dapur) carport 3 garasi 1 pos satpam  6.5M",65000000000.0,450.0,270.0,5.0,3.0
"Rumah Dibandung? Makin Tengah, Makin Strategis!",Rp 3 Miliar,"Bandung Kota, Bandung",273 m²,200 m²,11.0,3.0,SHM,Lainnya,3.0,2.0,"Jual Rumah Hitung Tanah di Tengah Kota Bandung  Jual Rumah Strategis di Tengah Kota Bandung   Luas Tanah: 273 m² Luas Bangunan : 200 m² Bangunan 2 Lantai  11 Kamar Tidur 3 Kamar Mandi Garasi : 3  Air : PDAM + jet pump Sertifikat Hak Milik  Akses jalan 1 mobil 	-	Dekat pusat kota Bandung 	-	10 menit ke Pasar Ancol 	-	30 menit ke Stasiun Bandung, Terminal Leuwipanjang, Exit Tol Moh. Toha",3000000000.0,273.0,200.0,11.0,3.0
Rumah Baru di Sayap Katamso Bandung Lokasi Strategis,"Rp 2,2 Miliar","Bandung Kota, Bandung",112 m²,120 m²,4.0,2.0,HGB,Lainnya,,2.0,"Rumah Baru di Sayap Katamso Bandung Lokasi Strategis  Harga Start Rp 2,2 M-an  Spesifikasi: - Pilihan luas tanah : 112 s.d 173 m2 - Luas bangunan : 120 s.d 151 m2 - 2 lantai - Kamar tidur : 4 + 1 - Kamar mandi : 2 + 1 - Carport : 2 mobil  Lokasi: - Dekat sekolah Taruna Bakti, Darul Hikam, Kristen Yahya, Edu Global, Alfa Centauri dll - Dekat kampus UNPAD, Widyatama, ITENAS, ITHB, UNIKOM dll - 5 menit ke Griya Pahlawan - 10 menit ke Jalan Riau - 15 menit ke Trans Studio Mall  More details: DENA Discovery Property WA 0813xxxxxxxx",22000000000.0,112.0,120.0,4.0,2.0
Dijual Rumah Baru Mewah Full Furnished Spatirasmi Kota Baru Parahyangan Kbp,Rp 16 Miliar,"Kota Baru Parahyangan, Bandung",495 m²,600 m²,7.0,6.0,SHM,Lainnya,1.0,2.0,"Spesifikasi Properti:  - Sertifikat Hak Milik (SHM) - Arah hadap: Barat - Luas Tanah: 495 m² - Luas Bangunan: 600 m² (2 lantai) - Kamar Tidur: 7 + 2 (termasuk walk-in closet room) - Kamar Mandi: 6 + 1 - Taman: Depan & Tengah rumah - Kondisi: Fully Furnished, Premium Quality (Cellini, Vinoti Living, dll) Harga Penawaran: Rp 16 Miliar  More details, Renaldo Giovanni Discovery Property Telp/Whatsapp 0811230xxxx",16000000000.0,495.0,600.0,7.0,6.0
Rumah Cantik Full Furnished di Setiabudi Regency,"Rp 3,5 Miliar","Setiabudi, Bandung",219 m²,265 m²,4.0,3.0,SHM,Lainnya,,2.0,Dekat dengan UPI Dekat dengan NHI Dekat dengan area wisata di Lembang dan sekitarnya Banyak jalan alternatif bila terjadi kemacetan di Jalan Utama,35000000000.0,219.0,265.0,4.0,3.0
Rumah Tengah Kota Bandung Jalan Alani Kosambi Jl. Sunda,"Rp 4,3 Miliar","Bandung Kota, Bandung",255 m²,500 m²,4.0,2.0,SHM,5500 Watt,1.0,3.0,Jual Rumah Tengah Kota Bandung  Jalan Alani (Kosambi / Jl. Sunda)  Luas tanah : 255 mÂ² Luas bangunan : +/- 500 mÂ² 3 lantai Hadap timur   4 kamar tidur 2 kamar mandi Area produksi home industry di lantai atas  Harga : 4.3 M Nego,43000000000.0,255.0,500.0,4.0,2.0
Jual Cepat Rumah Minimalis Modern di Batununggal Kota Bandung,"Rp 2,9 Miliar","Batununggal, Bandung",180 m²,120 m²,3.0,3.0,SHM,4400 Watt,,1.0,"Di Jual Hunian Minimalis Siap Pakai Di Batununggal, Bandung  Luas Tanah : 180m2 Luas Bangunan : 120m2 Kamar Tidur : 3 Kamar Mandi : 3 Lebar Muka 10m Hadap Timur Listrik 4400 Watt  Harga : 2,9M NEGO  More info, Gunawan Tan Discovery Property Central Bandung",29000000000.0,180.0,120.0,3.0,3.0
"Rumah Baru Harga di 900 Juta An, di Tengah Kota Cimahi",Rp 995 Juta,"Cimahi, Bandung",105 m²,45 m²,2.0,1.0,SHM,Lainnya,,1.0,"Rumah Baru Yang Adem di Cimahi, Hanya 10 Menit Ke Alun Alun Cimahi  Temukan hunian impian Anda di Kolmas Regency Cimahi, kawasan perumahan yang asri, modern, dan nyaman untuk keluarga Anda. Rumah ini menawarkan :  Spesifikasi : - Luas Tanah : 105 m² - Luas Bangunan : 45 m² - Kamar Tidur : 2 - Kamar Mandi : 1 - Carport - Taman  Keunggulan Lokasi : - Dekat dengan fasilitas umum: Sekolah, Rumah Sakit, dan Pusat Perbelanjaan - Akses mudah ke jalan utama dan tol - Lingkungan aman, nyaman, dan bebas banjir - Udara segar khas Cimahi - Jalan perumahan lebar dan terawat  Dapatkan Harga Super Diskon!! Hanya Rp. 1.045.000.xxx,- FREE PPN 50% Jadi Rp. 995.471.xxx  More details, Vivi Tan Discovery property Telp/Whatsapp 0812200xxxx",995000000.0,105.0,45.0,2.0,1.0
Rumah Baru Bagus Minimalis di Kopo Kanaya Residence,Rp 914 Juta,"Taman Kopo Indah, Bandung",72 m²,50 m²,2.0,1.0,SHM,Lainnya,,1.0,"Dijual Rumah Baru Bagus Minimalis di Kopo Kanaya Residence  Spesifikasi: - Luas Tanah 72 m2 - Luas Bangunan 50 m2 - Kamar Tidur 2 - Kamar Mandi 1  Harga 914 Juta (Nego)  More Info, Gunawan Tan Discovery Property Central Bandung",914000000.0,72.0,50.0,2.0,1.0
Rumah Terawat Siap Huni Tki 5 Pinewood Bandung,"Rp 1,3 Miliar","Taman Kopo Indah, Bandung",96 m²,110 m²,2.0,1.0,Lainnya,Lainnya,,1.0,"SPESIFIKASI: Luas tanah 96 m2 Luas bangunan 110 m2 Κamar tidur 2+1 Kamar mandi 1+1 Lebar Muka 6 m 1,5 Lantai Carport 1 Hadap Barat  Harga : 1,3 M Nego  More details, Linda Lestari Discovery Property Telp/Whatsapp 0851xxxxxxxxKBP-ERW-CAS)",13000000000.0,96.0,110.0,2.0,1.0
* Fast Sell Dijual Rumah Nyaman Siap Huni di Komplek Dadali Bandung *,"Rp 5,5 Miliar","Dadali, Bandung",399 m²,304 m²,4.0,4.0,SHM,Lainnya,3.0,2.0,"*DIJUAL*   Rumah nyaman siap huni  Di komplek Dadali   Lingkungan sangat aman dan nyaman   One gate   Luas tanah : 399 m2 Luas bangunan : 304 m2 Lebar muka : 15 m   Kamar tidur + kamar mandi : 2 kamar  Kamar tidur : 2 Kamar mandi : 2   Kamar tidur service : 2  Kamar mandi : 1   Ruang keluarga  Ruang tamu  Ruang makan : 2   Taman depan dan dalam   Dapur kotor   Ruang service  Area jemur : lantai 2   Semi furnish   Listrik : 2200 watt Air : sumur + PDAM  Garasi + carport : 3 mobil + 2 motor   SHM   Harga : 5,5 M nego  LV OR+",55000000000.0,399.0,304.0,4.0,4.0
Jual Rumah Siap Huni Taman Kopo Indah,"Rp 2,2 Miliar","Taman Kopo Indah, Bandung",144 m²,130 m²,3.0,2.0,SHM,Lainnya,,1.0,Jual Rumah Taman Kopo Indah V lebar muka 9m 3+1 kt 2+1 km 4400 Watt jetpump 2 filter + toren 3 unit AC water heater central  semi furnish carport 2 mobil,22000000000.0,144.0,130.0,3.0,2.0
Rumah Mewah Full Fasilitas di Summarecon Bandung,"Rp 6,1 Miliar","Summarecon Bandung, Bandung",240 m²,257 m²,5.0,4.0,HGB,6600 Watt,,2.0,"Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Summarecon Bandung, Bandung.  Rumah ini menawarkan kelengkapan fasilitas serta memiliki jumlah lantai 2 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau.  Kondisi properti ini bagus dan memiliki desain indah yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah yang mudah dijangkau.  Detail Properti ini adalah:    - Kamar Tidur: 5   - Kamar Mandi: 4   - Sertifikat: HGB - Hak Guna Bangunan   - Daya Listrik: 6600 watt   - Kondisi Perabotan: Unfurnished  Tersedia berbagai fasilitas lengkap, seperti:    - CCTV.   - Kolam Renang.   - Akses Parkir.   - Keamanan 24 jam.   - One Gate System.   - Taman.   - Jalur Telepon.   - Kolam Renang.   - Taman.   - Jalur Telepon.   - Kolam Renang.   - Tempat Gym.  Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:    - Bisa KPR.   - Cicilan Bertahap.   - Dekat Pusat Perbelanjaan.   - Dekat Tempat Wisata.   - Dekat Fasilitas Kesehatan.   - Dekat Taman Kota.   - Dekat Tempat Ibadah.   - Dekat Akses Tol.   - Lokasi di Pusat Kota.   - Adem & Sejuk.   - Lingkungan Tenang dan Damai.   - Pemandangan Gunung.   - Cocok Untuk Investasi.   - Aset Kepemilikan Pribadi (Tangan Pertama).   - Lokasi Strategis.   - Lokasi Bebas Banjir.   - One Gate System.   - Bisa KPR.   - Properti Eksklusif.   - Properti Mewah.  Lokasi Strategis terletak di Summarecon Bandung, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.  Harga yang sangat kompetitif yaitu, Rp. 6.100.000.xxx, rumah ini siap menjadi milik Anda!  Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti premium ini milik Anda.",61000000000.0,240.0,257.0,5.0,4.0
"Dijual Rumah Bagus Siap Huni di Komplek Parahyangan Permai Geger Kalongai, Jl. Gerlong Tonggoh Iv, Gegerkalong, Sukasari, Kota Bandung, Jawa Barat, Indonesia, 40153, Geger Kalong","Rp 2,6 Miliar","Geger Kalong, Bandung",230 m²,230 m²,6.0,5.0,SHM,Lainnya,1.0,2.0,"Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Geger Kalong, Bandung.  Rumah ini menawarkan kelengkapan fasilitas serta memiliki jumlah lantai 1,5 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.  Kondisi properti ini bagus dan kokoh, memiliki plafon tinggi 3,8m memiliki desain unik yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area yang mudah dijangkau.  Detail Properti ini adalah:    - Kamar Tidur: 6   - Kamar Mandi: 5   - Sertifikat: SHM - Sertifikat Hak Milik  Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:    - Siap Huni.   - Bebas Banjir.   - Dekat Universitas Pendidikan Indonesia, 3,5km.   - Dekat Pusat Perbelanjaan-BORMA Setiabudhi, 3 5km.   - Dekat Sekolah Internasional, BIS 5km.   - Dekat Sekolah Negeri.   - Lingkungan Tenang dan Damai. - Row jalan lebar 4 mobil.  Lokasi Strategis terletak di Geger Kalong, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.  Harga yang sangat kompetitif yaitu, Rp. 2.7M> 2,6M nego sd jadi, rumah ini siap menjadi milik Anda!  Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda.",26000000000.0,230.0,230.0,6.0,5.0
Dijual Limited Unit Flora Summarecon Bandung,"Rp 2,7 Miliar","Summarecon Bandung, Bandung",105 m²,110 m²,3.0,2.0,PPJB,Lainnya,,2.0,":fire: LIMITED UNIT - FLORA SUMMARECON BANDUNG :fire:  Hunian premium dengan konsep modern & lingkungan elite di kawasan berkembang pesat.   Cluster Flora Summarecon Bandung  ✨ Spesifikasi Utama: 	-	Luas Tanah: 105 m² (7 x 15) 	-	Luas Bangunan: 110 m² 	-	Kamar Tidur: 3 	-	Kamar Mandi: 2 	-	Ruang Tamu: 2 (lega & nyaman untuk entertaining) 	-	Carport: 1 mobil 	-	Listrik: 4.000 Watt 	-	Air: Artesis (jernih & stabil) 	-	Hadap: Selatan (pencahayaan ideal) 	-	Semi Furnished (siap huni, tinggal masuk) 	-	Sertifikat: PPJB   Keunggulan Properti: v Berada di kawasan premium Summarecon Bandung v Lingkungan eksklusif, rapi & nyaman v Security 24 jam (one gate system) v Cocok untuk end-user maupun investasi jangka panjang v Akses mudah ke fasilitas lifestyle (mall, sekolah, kuliner)   Harga Penawaran: Rp 2,7 M (NEGO - serious buyer only)   Henny Legacy Property 0812xxxxxxxx",27000000000.0,105.0,110.0,3.0,2.0
"Full Renov! Rumah Flora Summarecon, 4Kt Bonus AC & Kitchen Set","Rp 2,1 Miliar","Summarecon Bandung, Bandung",90 m²,130 m²,4.0,3.0,HGB,Lainnya,,2.0,"Dijual Rumah Summarecon Bandung Cluster FLORA   Full renovasi Luas tanah 90m Luas bangunan 130m Kamar tidur 4 Kamar mandi 3  Kamar utama ada kamar mandi dalam Listrik 2200W  Air artesis  Hadap selatan Carport   Sudah termasuk 5 unit AC, kitchen set, lemari TV, gorden, water heater 2 ,  Tedapat air terjun buatan dalam rumah  Harga jual 2.1M  IND SAP",21000000000.0,90.0,130.0,4.0,3.0
Rumah Cantik Komplek Elite Taman Sari Bukit Bandung,"Rp 2,1 Miliar","Ujungberung, Bandung",301 m²,250 m²,5.0,3.0,SHM,4400 Watt,,1.0,"RUMAH CANTIK KOMPLEK ELITE Taman Sari Bukit Bandung - Kodya Bandung  Harga 2,9M turun jadi hanya 2,1M. (Jauh dibawah NJOP)  deg One Gate, Security 24 Jam - Super Aman deg Lingkungan Asri Nyaman Bersih Tenang deg Lebar Jalan 7 Meter  deg LT 301 m2 - LB 250 m2 (1,5 Lantai) deg Hadap Barat - LM 12 Meter deg JetPump - Listrik 4.400, SHM - IMB deg Taman Depan  Carport 1 deg Ruang Tamu deg Ruang Keluarga + Ruang Makan deg KT 5 + 1, KM 3 + 1 deg Dapur Bersih, Dapur Kotor",21000000000.0,301.0,250.0,5.0,3.0
Rumah Baru Batununggal Indah Estate Lokasi Strategis,"Rp 2,4 Miliar","Batununggal, Bandung",112 m²,136 m²,4.0,3.0,HGB,Lainnya,,2.0,"Rumah 2 lantai di Batununggal, Bandung.  Dijual rumah di wilayah yang nyaman dengan pemandangan Lokasi di Pusat Kota. Properti 2 lantai ini berada di lingkungan yang mudah dijangkau.  Rinciannya adalah sebagai berikut:    - Kamar Tidur: 4   - Kamar Mandi: 3   - Sertifikat: HGB - Hak Guna Bangunan   - Kondisi Perabotan: Unfurnished  Tidak hanya itu, properti ini layak untuk anda dapatkan karena:    - Dekat Akses Tol.   - Dekat Fasilitas Kesehatan.   - Dekat Universitas.   - Dekat Sekolah Negeri.   - Dekat Sekolah Internasional.   - Dekat Pusat Perbelanjaan.   - Dekat Akses Bus Kota.   - Bebas Banjir.   - Siap Huni.   - Bonus Canopy.   - Bisa KPR.   - Lokasi di Pusat Kota.   - Lingkungan Tenang dan Damai.   - Cocok Untuk Investasi.   - Akses Jalan Muat 2 Mobil.   - Lokasi Strategis.   - Lokasi Bebas Banjir.   - One Gate System.   - Bisa KPR.   - Properti Eksklusif.  Lokasi rumah ini mudah dijangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.  Hanya Rp. 2.400.000.xxx, anda bisa langsung dapatkan rumah istimewa di daerah Batununggal ini.",24000000000.0,112.0,136.0,4.0,3.0
Murah Rumah Dekat Rs Mayapada Tanah Luas di Batununggal Bandung,"Rp 4,8 Miliar","Batununggal, Bandung",455 m²,300 m²,3.0,4.0,SHM,4400 Watt,2.0,2.0,"Lokasi Strategis di Kawasan Baru  Posisi Rumah Hoek Row Jalan Depan Rumah Lebar Ada ruang musholla Setiap Kamar Ada Kamar Mandi Ada Area Service Ada Gudang Ada kamar tidur khusus sopir  Luas Tanah 455m² Luas Bangunan 300m² Kamar Tidur  3  + 2 (kamar mandi dlm semua) Kamar Mandi 4 + 1 Sumber Air air sumur Listrik 4600 watt Gudang Garasi 2 Carport 1 SHM  Harga termasuk - Lampu Gantung Hias - Meja Pantry dan Lemari Pantry  Harga 5M -->> 4,8M (nego)  ---------------  Hubungi R I N I 0878xxxxxxxx EAGLE TREE VICTORY 8",48000000000.0,455.0,300.0,3.0,4.0
Jarang Ada Rumah Baru 2 2 Lantai Hook Di Awiligar Dekat Itb,"Rp 1,7 Miliar","Cikutra, Bandung",100 m²,70 m²,3.0,2.0,HGB,2200 Watt,,2.0,"Jarang ada jual.rumah baru hook bali garden city view awiligar dago atas  Harga Rp 1.7M Detail Luas Tanah: 100 Luas Bangunan: 70 Lebar Muka: 7 Sertifikat: shgb IMB: ada Kamar Tidur: 3 Kamar Mandi: 2 Jumlah Lantai: 2 Listrik: 2200 Hadap: barat Sumber Air: Submersible Bangunan Tahun: 2022  Deskripsi Rumah Baru Siap Huni Di Kawasan Dago Atas Minimalis Modern Di Bali Garden City View Spesifikasi : • Bangunan 2 lantai • Lebar muka 7 mtr • Hadap timur • Luas tanah 100 m2 • Luas bangunan 70 m2 •3 kamar tidur •2 kamar mandi • uang tamu + ruang keluarga •Dapur + ruang makan . Listrik 2200 VA • Air Submersible pump . Gorden semua ruangan • Balkon • Service Area • Carport 2 •  FREE CANOPY + AC • SHM + I M B[PBG] • Bangunan thn 2022  Selling Point: •4 KM Ke Itenas .4 KM ke Ekuitoas •3 KM Ke Borma .10 menit ke Universitas Widyatama .10 menit ke RS Santo Yusuf .10 Menit Ke Dago •10 Menit ke Gedung Sate/Gasibu •5 Menit ke Tugu Pahlawan •5 Menit ke Pusat Perbelanjaan Borma Cikutra •7 Menit ke Terminal & Pasar Sadang Serang  Open price 1,7 Milliar [Nego] Sekarang masih dikontrak habis bulan November 2024  CARA BAYAR: CASH/ KPR AKSES LOKASI:2 MOBIL SURVEY: JANJIAN SATU HARI SEBELUMNYA",17000000000.0,100.0,70.0,3.0,2.0
Rumah Murah Sariwangi Setiabudi Bandung Harga Dibawah Appraisal,Rp 800 Juta,"Sariwangi, Bandung",78 m²,230 m²,7.0,3.0,SHM,Lainnya,,3.0,"Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Sariwangi, Bandung.  Rumah ini menawarkan lokasi yang strategis serta memiliki jumlah lantai 3 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.  Properti ini memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis.  Detail Properti ini adalah:    - Kamar Tidur: 7   - Kamar Mandi: 3   - Sertifikat: SHM - Sertifikat Hak Milik  Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:    - Adem & Sejuk.   - Cocok Untuk Investasi.   - Lokasi Strategis.   - Lokasi Bebas Banjir.   - Bisa KPR.   - Dijual Cepat Butuh Uang.  Lokasi Strategis terletak di Sariwangi, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.  Harga yang sangat kompetitif yaitu, Rp. 800.000.xxx, rumah ini siap menjadi milik Anda!  Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda.  Info & Survei : Revi Artha 0813xxxxxxxx",800000000.0,78.0,230.0,7.0,3.0
